"","Stream start time","End time","Stream length","Avg Viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"50","Monday 10th July 2017 22:15","Tuesday 11th July 2017 01:15","13","4846","5699","213","16.38","8908","685.23","HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tower Unite|Tower_Unite|https://static-cdn.jtvnw.net/ttv-boxart/Tower%20Unite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"51","Sunday 9th July 2017 20:15","Sunday 9th July 2017 23:15","13","2827","3174","100","7.69","4811","370.08","RimWorld|RimWorld|https://static-cdn.jtvnw.net/ttv-boxart/RimWorld-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"52","Thursday 6th July 2017 21:15","Friday 7th July 2017 00:00","12","4261","5009","197","16.42","6418","534.83","Passpartout: The Starving Artist|Passpartout_The_Starving_Artist|https://static-cdn.jtvnw.net/ttv-boxart/Passpartout:%20The%20Starving%20Artist-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Golf It!|Golf_It_|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20It%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Duck Game|Duck_Game|https://static-cdn.jtvnw.net/ttv-boxart/Duck%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"53","Wednesday 5th July 2017 21:15","Thursday 6th July 2017 00:00","12","4621","5302","123","10.25","4341","361.75","The Binding of Isaac: Afterbirth|The_Binding_of_Isaac_Afterbirth|https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Afterbirth-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pictionary|Pictionary|https://static-cdn.jtvnw.net/ttv-boxart/Pictionary-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sonic & All-Stars Racing Transformed|Sonic_and_All-Stars_Racing_Transformed|https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20&%20All-Stars%20Racing%20Transformed-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"54","Tuesday 4th July 2017 20:45","Tuesday 4th July 2017 23:45","13","2742","3432","63","4.85","2973","228.69","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"55","Monday 3rd July 2017 22:15","Tuesday 4th July 2017 01:00","12","5218","5579","65","5.42","6468","539","Passpartout: The Starving Artist|Passpartout_The_Starving_Artist|https://static-cdn.jtvnw.net/ttv-boxart/Passpartout:%20The%20Starving%20Artist-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Redout|Redout|https://static-cdn.jtvnw.net/ttv-boxart/Redout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"56","Sunday 25th June 2017 20:15","Sunday 25th June 2017 23:15","13","2849","3144","42","3.23","3921","301.62","RimWorld|RimWorld|https://static-cdn.jtvnw.net/ttv-boxart/RimWorld-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"57","Thursday 22nd June 2017 21:15","Friday 23rd June 2017 00:15","13","4237","5399","49","3.77","8995","691.92","Passpartout: The Starving Artist|Passpartout_The_Starving_Artist|https://static-cdn.jtvnw.net/ttv-boxart/Passpartout:%20The%20Starving%20Artist-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ultimate Chicken Horse|Ultimate_Chicken_Horse|https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Chicken%20Horse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"58","Wednesday 21st June 2017 21:15","Thursday 22nd June 2017 00:15","13","5758","7216","69","5.31","10494","807.23","Bloody Trapland 2: Curiosity|Bloody_Trapland_2_Curiosity|https://static-cdn.jtvnw.net/ttv-boxart/Bloody%20Trapland%202:%20Curiosity-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|London 2012 - The Official Video Game of the Olympic Games|London_2012_-_The_Official_Video_Game_of_the_Olympic_Games|https://static-cdn.jtvnw.net/ttv-boxart/London%202012%20-%20The%20Official%20Video%20Game%20of%20the%20Olympic%20Games-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Passpartout: The Starving Artist|Passpartout_The_Starving_Artist|https://static-cdn.jtvnw.net/ttv-boxart/Passpartout:%20The%20Starving%20Artist-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"59","Monday 19th June 2017 22:15","Tuesday 20th June 2017 01:15","13","6015","6896","63","4.85","5520","424.62","HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Witch It|Witch_Hunt|https://static-cdn.jtvnw.net/ttv-boxart/Witch%20It-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Family Feud|Family_Feud|https://static-cdn.jtvnw.net/ttv-boxart/Family%20Feud-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"60","Sunday 18th June 2017 20:30","Sunday 18th June 2017 23:30","13","3642","3992","59","4.54","4134","318","RimWorld|RimWorld|https://static-cdn.jtvnw.net/ttv-boxart/RimWorld-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"61","Thursday 15th June 2017 21:15","Friday 16th June 2017 00:15","13","5048","6052","31","2.38","7348","565.23","Passpartout: The Starving Artist|Passpartout_The_Starving_Artist|https://static-cdn.jtvnw.net/ttv-boxart/Passpartout:%20The%20Starving%20Artist-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|GoldenEye: Source|GoldenEye_Source|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye:%20Source-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Who Wants To Be A Millionaire|Who_Wants_To_Be_A_Millionaire|https://static-cdn.jtvnw.net/ttv-boxart/Who%20Wants%20To%20Be%20A%20Millionaire-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"62","Wednesday 14th June 2017 21:15","Thursday 15th June 2017 00:15","13","4539","5149","48","3.69","5209","400.69","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|London 2012 - The Official Video Game of the Olympic Games|London_2012_-_The_Official_Video_Game_of_the_Olympic_Games|https://static-cdn.jtvnw.net/ttv-boxart/London%202012%20-%20The%20Official%20Video%20Game%20of%20the%20Olympic%20Games-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Passpartout: The Starving Artist|Passpartout_The_Starving_Artist|https://static-cdn.jtvnw.net/ttv-boxart/Passpartout:%20The%20Starving%20Artist-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"63","Tuesday 13th June 2017 21:15","Wednesday 14th June 2017 00:00","12","3098","3578","44","3.67","3947","328.92","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Tuesday 13th June 2017 20:15","Tuesday 13th June 2017 20:45","3","1935","2184","12","4","3586","1195.33","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Monday 12th June 2017 22:15","Tuesday 13th June 2017 01:00","12","5523","6233","26","2.17","5304","442","Golf It!|Golf_It_|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20It%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Vertiginous Golf|Vertiginous_Golf|https://static-cdn.jtvnw.net/ttv-boxart/Vertiginous%20Golf-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Golf With Your Friends|Golf_With_Your_Friends|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20With%20Your%20Friends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Sunday 11th June 2017 19:30","Sunday 11th June 2017 21:00","7","2228","3183","13","1.86","1460","208.57","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Thursday 8th June 2017 21:15","Friday 9th June 2017 00:00","12","4435","5011","26","2.17","4617","384.75","Golf It!|Golf_It_|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20It%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Binding of Isaac: Afterbirth|The_Binding_of_Isaac_Afterbirth|https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Afterbirth-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|GoldenEye|GoldenEye|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Gang Beasts|Gang_Beasts|https://static-cdn.jtvnw.net/ttv-boxart/Gang%20Beasts-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Wednesday 7th June 2017 21:15","Thursday 8th June 2017 00:15","13","5151","6043","26","2","5288","406.77","The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ultimate Chicken Horse|Ultimate_Chicken_Horse|https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Chicken%20Horse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Tuesday 6th June 2017 22:15","Wednesday 7th June 2017 01:30","14","3398","3806","82","5.86","4537","324.07","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Monday 5th June 2017 22:15","Tuesday 6th June 2017 01:15","13","4932","5773","42","3.23","7584","583.38","GoldenEye: Source|GoldenEye_Source|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye:%20Source-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SpeedRunners|SpeedRunners|https://static-cdn.jtvnw.net/ttv-boxart/SpeedRunners-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"71","Sunday 4th June 2017 18:45","Sunday 4th June 2017 21:45","13","1864","2581","32","2.46","3148","242.15","Deus Ex: Human Revolution|Deus_Ex_Human_Revolution|https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex:%20Human%20Revolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"72","Thursday 1st June 2017 21:00","Friday 2nd June 2017 00:15","14","3929","4856","53","3.79","5609","400.64","Family Feud Decades|Family_Feud_Decades|https://static-cdn.jtvnw.net/ttv-boxart/Family%20Feud%20Decades-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Duck Game|Duck_Game|https://static-cdn.jtvnw.net/ttv-boxart/Duck%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead Cells|Dead_Cells|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Cells-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"73","Wednesday 31st May 2017 21:15","Thursday 1st June 2017 00:15","13","4643","5527","50","3.85","5620","432.31","The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Golf With Your Friends|Golf_With_Your_Friends|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20With%20Your%20Friends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"74","Tuesday 30th May 2017 20:45","Wednesday 31st May 2017 01:00","18","3102","3741","63","3.5","4752","264","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"75","Monday 29th May 2017 22:15","Tuesday 30th May 2017 01:15","13","4983","5496","45","3.46","6059","466.08","GoldenEye: Source|GoldenEye_Source|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye:%20Source-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Helldivers|Helldivers|https://static-cdn.jtvnw.net/ttv-boxart/Helldivers-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"76","Sunday 28th May 2017 20:15","Sunday 28th May 2017 23:15","13","2113","2362","26","2","3194","245.69","Deus Ex: Human Revolution|Deus_Ex_Human_Revolution|https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex:%20Human%20Revolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"77","Thursday 25th May 2017 21:15","Friday 26th May 2017 00:15","13","4548","5081","49","3.77","5199","399.92","Pictionary|Pictionary|https://static-cdn.jtvnw.net/ttv-boxart/Pictionary-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ultimate Chicken Horse|Ultimate_Chicken_Horse|https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Chicken%20Horse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead Cells|Dead_Cells|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Cells-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"78","Wednesday 24th May 2017 21:15","Thursday 25th May 2017 00:30","14","4751","5459","49","3.5","6586","470.43","Golf With Your Friends|Golf_With_Your_Friends|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20With%20Your%20Friends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Binding of Isaac: Afterbirth|The_Binding_of_Isaac_Afterbirth|https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Afterbirth-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|GoldenEye: Source|GoldenEye_Source|https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye:%20Source-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"79","Monday 22nd May 2017 22:15","Tuesday 23rd May 2017 01:15","13","5265","5993","43","3.31","5971","459.31","HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Worms Revolution|Worms_Revolution|https://static-cdn.jtvnw.net/ttv-boxart/Worms%20Revolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Half Dead|Half_Dead|https://static-cdn.jtvnw.net/ttv-boxart/Half%20Dead-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"80","Sunday 21st May 2017 20:15","Sunday 21st May 2017 23:15","13","2365","2652","32","2.46","3448","265.23","Deus Ex: Human Revolution|Deus_Ex_Human_Revolution|https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex:%20Human%20Revolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"81","Thursday 18th May 2017 21:15","Friday 19th May 2017 00:00","12","4902","5533","47","3.92","7025","585.42","The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Quake Champions|Quake_Champions|https://static-cdn.jtvnw.net/ttv-boxart/Quake%20Champions-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead Cells|Dead_Cells|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Cells-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"82","Wednesday 17th May 2017 21:15","Thursday 18th May 2017 00:30","14","4803","5413","44","3.14","6553","468.07","Golf With Your Friends|Golf_With_Your_Friends|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20With%20Your%20Friends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead Cells|Dead_Cells|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Cells-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ultimate Chicken Horse|Ultimate_Chicken_Horse|https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Chicken%20Horse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"83","Tuesday 16th May 2017 21:30","Wednesday 17th May 2017 01:45","18","3847","5149","163","9.06","8288","460.44","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"84","Monday 15th May 2017 22:15","Tuesday 16th May 2017 01:00","12","5462","5966","45","3.75","5793","482.75","The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|WWE 2K16|WWE_2K16|https://static-cdn.jtvnw.net/ttv-boxart/WWE%202K16-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"85","Sunday 14th May 2017 20:15","Sunday 14th May 2017 23:15","13","2743","3131","17","1.31","3958","304.46","Deus Ex: Human Revolution|Deus_Ex_Human_Revolution|https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex:%20Human%20Revolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"86","Thursday 11th May 2017 21:00","Friday 12th May 2017 00:15","14","4937","6235","41","2.93","7415","529.64","Lethal League|Lethal_League|https://static-cdn.jtvnw.net/ttv-boxart/Lethal%20League-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Binding of Isaac: Afterbirth|The_Binding_of_Isaac_Afterbirth|https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Afterbirth-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"87","Wednesday 10th May 2017 21:15","Thursday 11th May 2017 00:15","13","5243","6119","49","3.77","5321","409.31","The Binding of Isaac: Afterbirth|The_Binding_of_Isaac_Afterbirth|https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Afterbirth-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|London 2012 - The Official Video Game of the Olympic Games|London_2012_-_The_Official_Video_Game_of_the_Olympic_Games|https://static-cdn.jtvnw.net/ttv-boxart/London%202012%20-%20The%20Official%20Video%20Game%20of%20the%20Olympic%20Games-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Golf It!|Golf_It_|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20It%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"88","Monday 8th May 2017 22:15","Tuesday 9th May 2017 01:15","13","5419","5759","28","2.15","6346","488.15","STRAFE|Strafe|https://static-cdn.jtvnw.net/ttv-boxart/STRAFE-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Family Feud Decades|Family_Feud_Decades|https://static-cdn.jtvnw.net/ttv-boxart/Family%20Feud%20Decades-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"89","Sunday 7th May 2017 20:00","Sunday 7th May 2017 23:30","15","2936","3505","36","2.4","5335","355.67","Deus Ex: Human Revolution|Deus_Ex_Human_Revolution|https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex:%20Human%20Revolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"90","Thursday 4th May 2017 21:15","Friday 5th May 2017 00:15","13","5143","5979","53","4.08","5890","453.08","The Binding of Isaac: Afterbirth|The_Binding_of_Isaac_Afterbirth|https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Afterbirth-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sonic & All-Stars Racing Transformed|Sonic_and_All-Stars_Racing_Transformed|https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20&%20All-Stars%20Racing%20Transformed-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"91","Wednesday 3rd May 2017 21:15","Thursday 4th May 2017 00:30","14","5099","6121","51","3.64","7762","554.43","Family Feud Decades|Family_Feud_Decades|https://static-cdn.jtvnw.net/ttv-boxart/Family%20Feud%20Decades-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|TumbleSeed|TumbleSeed|https://static-cdn.jtvnw.net/ttv-boxart/TumbleSeed-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ultimate Chicken Horse|Ultimate_Chicken_Horse|https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Chicken%20Horse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"92","Wednesday 3rd May 2017 00:45","Wednesday 3rd May 2017 05:00","18","3116","3462","2","0.11","8954","497.44","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"93","Monday 1st May 2017 22:15","Tuesday 2nd May 2017 01:15","13","6157","6754","55","4.23","8050","619.23","HITMAN|HITMAN|https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 3|The_Jackbox_Party_Pack_3|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Golf With Your Friends|Golf_With_Your_Friends|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20With%20Your%20Friends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Golf It!|Golf_It_|https://static-cdn.jtvnw.net/ttv-boxart/Golf%20It%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"94","Sunday 30th April 2017 20:00","Sunday 30th April 2017 23:15","14","3681","4729","78","5.57","7222","515.86","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"95","Thursday 27th April 2017 21:00","Friday 28th April 2017 00:15","14","4796","6348","24","1.71","9302","664.43","Pictionary: Ultimate Edition|Pictionary_Ultimate_Edition|https://static-cdn.jtvnw.net/ttv-boxart/Pictionary:%20Ultimate%20Edition-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Family Feud Decades|Family_Feud_Decades|https://static-cdn.jtvnw.net/ttv-boxart/Family%20Feud%20Decades-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SpyParty|SpyParty|https://static-cdn.jtvnw.net/ttv-boxart/SpyParty-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"96","Tuesday 25th April 2017 22:15","Tuesday 25th April 2017 23:45","7","3491","4827","34","4.86","3039","434.14","PLAYERUNKNOWN'S BATTLEGROUNDS|PLAYERUNKNOWNS_BATTLEGROUNDS|https://static-cdn.jtvnw.net/ttv-boxart/PLAYERUNKNOWN%27S%20BATTLEGROUNDS-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"97","Monday 24th April 2017 22:15","Tuesday 25th April 2017 01:00","12","5559","6462","47","3.92","6649","554.08","Ultimate Chicken Horse|Ultimate_Chicken_Horse|https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Chicken%20Horse-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|London 2012 - The Official Video Game of the Olympic Games|London_2012_-_The_Official_Video_Game_of_the_Olympic_Games|https://static-cdn.jtvnw.net/ttv-boxart/London%202012%20-%20The%20Official%20Video%20Game%20of%20the%20Olympic%20Games-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Who Wants To Be A Millionaire?|Who_Wants_To_Be_A_Millionaire_|https://static-cdn.jtvnw.net/ttv-boxart/Who%20Wants%20To%20Be%20A%20Millionaire%3F-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
